1,1,2021,30,3
2,1,2021,19,7
3,1,2021,25,7
4,1,2021,23,2
5,1,2021,19,15
6,1,2021,19,1
7,1,2021,29,15
8,1,2021,31,8
9,1,2021,19,13
10,1,2021,32,4
11,1,2021,23,13
12,1,2021,20,3
13,1,2021,26,2
14,1,2021,23,13
15,1,2021,31,13
16,1,2021,31,12
17,1,2021,31,8
18,1,2021,32,17
19,1,2021,30,3
20,1,2021,26,16
21,1,2021,28,14
22,1,2021,21,16
23,1,2021,22,6
24,1,2021,30,4
25,1,2021,27,15
26,1,2021,32,11
27,1,2021,19,13
28,1,2021,32,5
29,1,2021,22,3
30,1,2021,30,2
31,1,2021,23,1
1,2,2021,31,13
2,2,2021,28,13
3,2,2021,31,2
4,2,2021,27,11
5,2,2021,25,3
6,2,2021,28,12
7,2,2021,24,8
8,2,2021,22,13
9,2,2021,32,14
10,2,2021,28,16
11,2,2021,25,15
12,2,2021,26,7
13,2,2021,21,13
14,2,2021,21,17
15,2,2021,22,16
16,2,2021,33,6
17,2,2021,22,16
18,2,2021,21,2
19,2,2021,22,8
20,2,2021,30,4
21,2,2021,28,15
22,2,2021,22,11
23,2,2021,30,10
24,2,2021,30,11
25,2,2021,19,8
26,2,2021,23,6
27,2,2021,20,1
28,2,2021,19,8
1,3,2021,25,8
2,3,2021,20,17
3,3,2021,26,7
4,3,2021,20,3
5,3,2021,22,3
6,3,2021,26,7
7,3,2021,28,17
8,3,2021,21,7
9,3,2021,26,1
10,3,2021,26,4
11,3,2021,23,12
12,3,2021,31,18
13,3,2021,26,16
14,3,2021,24,18
15,3,2021,21,6
16,3,2021,29,5
17,3,2021,28,5
18,3,2021,32,3
19,3,2021,27,7
20,3,2021,31,3
21,3,2021,32,16
22,3,2021,32,11
23,3,2021,25,7
24,3,2021,28,5
25,3,2021,23,13
26,3,2021,20,10
27,3,2021,26,5
28,3,2021,26,2
29,3,2021,25,2
30,3,2021,30,18
31,3,2021,19,14
1,4,2021,30,13
2,4,2021,24,7
3,4,2021,32,8
4,4,2021,32,10
5,4,2021,22,11
6,4,2021,19,8
7,4,2021,23,12
8,4,2021,19,8
9,4,2021,23,14
10,4,2021,23,11
11,4,2021,22,6
12,4,2021,21,2
13,4,2021,22,16
14,4,2021,32,11
15,4,2021,31,10
16,4,2021,31,13
17,4,2021,28,16
18,4,2021,33,11
19,4,2021,27,12
20,4,2021,28,7
21,4,2021,23,3
22,4,2021,22,7
23,4,2021,26,2
24,4,2021,29,1
25,4,2021,26,10
26,4,2021,29,18
27,4,2021,28,1
28,4,2021,30,6
29,4,2021,33,7
30,4,2021,24,3
1,5,2021,19,7
2,5,2021,25,15
3,5,2021,27,14
4,5,2021,32,2
5,5,2021,31,4
6,5,2021,24,1
7,5,2021,27,10
8,5,2021,29,17
9,5,2021,23,4
10,5,2021,26,10
11,5,2021,28,9
12,5,2021,32,7
13,5,2021,25,16
14,5,2021,25,15
15,5,2021,19,9
16,5,2021,19,2
17,5,2021,26,3
18,5,2021,22,15
19,5,2021,29,5
20,5,2021,30,9
21,5,2021,25,15
22,5,2021,32,17
23,5,2021,31,10
24,5,2021,33,4
25,5,2021,20,12
26,5,2021,32,14
27,5,2021,32,6
28,5,2021,23,8
29,5,2021,29,8
30,5,2021,21,14
31,5,2021,24,18
1,6,2021,20,7
2,6,2021,33,7
3,6,2021,30,16
4,6,2021,26,2
5,6,2021,26,15
6,6,2021,33,14
7,6,2021,29,9
8,6,2021,32,14
9,6,2021,19,15
10,6,2021,20,5
11,6,2021,23,13
12,6,2021,24,12
13,6,2021,31,18
14,6,2021,29,15
15,6,2021,27,7
16,6,2021,20,8
17,6,2021,20,9
18,6,2021,33,13
19,6,2021,26,10
20,6,2021,21,10
21,6,2021,24,8
22,6,2021,28,2
23,6,2021,30,11
24,6,2021,26,8
25,6,2021,25,17
26,6,2021,29,10
27,6,2021,28,11
28,6,2021,25,13
29,6,2021,22,13
30,6,2021,21,7
1,7,2021,33,18
2,7,2021,25,10
3,7,2021,20,13
4,7,2021,27,3
5,7,2021,29,10
6,7,2021,28,10
7,7,2021,21,6
8,7,2021,27,14
9,7,2021,26,4
10,7,2021,25,17
11,7,2021,24,17
12,7,2021,30,15
13,7,2021,22,14
14,7,2021,30,9
15,7,2021,30,7
16,7,2021,27,14
17,7,2021,31,4
18,7,2021,19,10
19,7,2021,21,13
20,7,2021,28,14
21,7,2021,27,11
22,7,2021,32,5
23,7,2021,29,17
24,7,2021,24,10
25,7,2021,28,3
26,7,2021,28,5
27,7,2021,31,4
28,7,2021,33,12
29,7,2021,27,5
30,7,2021,21,18
31,7,2021,24,4
1,8,2021,31,5
2,8,2021,23,2
3,8,2021,26,11
4,8,2021,33,8
5,8,2021,28,2
6,8,2021,28,2
7,8,2021,32,14
8,8,2021,30,14
9,8,2021,30,17
10,8,2021,26,7
11,8,2021,27,5
12,8,2021,33,17
13,8,2021,26,8
14,8,2021,23,13
15,8,2021,29,13
16,8,2021,33,3
17,8,2021,23,2
18,8,2021,24,1
19,8,2021,33,10
20,8,2021,30,2
21,8,2021,27,17
22,8,2021,24,16
23,8,2021,22,12
24,8,2021,26,18
25,8,2021,29,17
26,8,2021,19,6
27,8,2021,28,1
28,8,2021,20,13
29,8,2021,27,4
